"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","trt1_name","trt1_details","trt2_name","trt2_details","trt2_group1","trt2_group2","crop_type","system_group1","system_group2","mgmt_intention","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"45",45,"Continuous cover",4000,"2018-1","1","1","Pests","Pest Natural Enemies","Natural Enemy","nematode ominvores (Mesodorylaimus) at planting, intermediate, and final growth stages","0-25 cm","0-30 cm","#/250 g soil","ANOVA","mean",0,"NA","NA",2.6,1,"NA","NA",2,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-23.08,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"46",46,"Continuous cover",4000,"2018-1","1","1","Pests","Pest Natural Enemies","Natural Enemy","nematode ominvores (Prodorylaimus) at planting, intermediate, and final growth stages","0-25 cm","0-30 cm","#/250 g soil","ANOVA","mean",0,"NA","NA",0,1,"NA","NA",0,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Positive","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",NA,"Pests | Pest Natural Enemies | Natural Enemy ; Other Soil Properties | Biotic Factors | Natural Enemy","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"47",47,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","species richness during long rains","0-25 cm","0-30 cm","richness","ANOVA","mean",0,"NA","NA",1.61,1,"NA","NA",1.61,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",0,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"48",48,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","Shannon diversity index during long rains","0-25 cm","0-30 cm","H","ANOVA","mean",0,"NA","NA",1.32,1,"NA","NA",1.34,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",1.52,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"49",49,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","log of the reciprocal Simpson index during long rains","0-25 cm","0-30 cm","log (1/lambda)","ANOVA","mean",0,"NA","NA",1.26,1,"NA","NA",1.2,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-4.76,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"50",50,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","Berger-Parker index during long rains","0-25 cm","0-30 cm","1/inf. D","ANOVA","mean",0,"NA","NA",1.02,1,"NA","NA",0.99,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-2.94,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"51",51,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","species richness during short rains","0-25 cm","0-30 cm","richness","ANOVA","mean",0,"NA","NA",1.61,1,"NA","NA",1.61,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",0,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"52",52,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","Shannon diversity index during short rains","0-25 cm","0-30 cm","H","ANOVA","mean",0,"NA","NA",1.23,1,"NA","NA",1.3,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",5.69,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"53",53,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","log of the reciprocal Simpson index during short rains","0-25 cm","0-30 cm","log (1/lambda)","ANOVA","mean",0,"NA","NA",1.1,1,"NA","NA",1.16,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",5.45,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"54",54,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Diversity","Berger-Parker index during short rains","0-25 cm","0-30 cm","1/inf. D","ANOVA","mean",0,"NA","NA",0.85,1,"NA","NA",0.82,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","assumed societal benefit","Other Soil Properties","Biotic Factors","Dependent on other factors","assumed societal benefit",-3.53,"Pests | Nematodes | Nematode Community Diversity ; Other Soil Properties | Biotic Factors | Nematode Community Diversity","Dependent on other factors | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"55",55,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","maturity index during long rain seasons","0-25 cm","0-30 cm","maturity index","ANOVA","mean",0,"NA","NA",2.32,1,"NA","NA",2.43,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",4.74,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"56",56,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","maturity index in cp 2-5 during long rain seasons","0-25 cm","0-30 cm","maturity index in cp 2-5","ANOVA","mean",0,"NA","NA",2.34,1,"NA","NA",2.45,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",4.7,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"57",57,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","plant parasitic index during long rain seasons","0-25 cm","0-30 cm","plant parasitic index","ANOVA","mean",0,"NA","NA",3.1,1,"NA","NA",2.94,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",-5.16,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"58",58,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","channel index during long rain seasons","0-25 cm","0-30 cm","channel index","ANOVA","mean",0,"NA","NA",84.19,1,"NA","NA",79.38,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",-5.71,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"59",59,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","basal index during long rain seasons","0-25 cm","0-30 cm","basal index","ANOVA","mean",0,"NA","NA",42.57,1,"NA","NA",43.46,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",2.09,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"60",60,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","enrichment index during long rain seasons","0-25 cm","0-30 cm","enrichment index","ANOVA","mean",0,"NA","NA",35.91,1,"NA","NA",28.03,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",-21.94,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"61",61,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","structure index during long rain seasons","0-25 cm","0-30 cm","structure index","ANOVA","mean",0,"NA","NA",41.55,1,"NA","NA",45.56,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",9.65,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"62",62,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","maturity index during short rain seasons","0-25 cm","0-30 cm","maturity index","ANOVA","mean",0,"NA","NA",2.28,1,"NA","NA",2.43,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",6.58,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"63",63,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","maturity index in cp 2-5 during short rain seasons","0-25 cm","0-30 cm","maturity index in cp 2-5","ANOVA","mean",0,"NA","NA",2.36,1,"NA","NA",2.51,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",6.36,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
"64",64,"Continuous cover",4000,"2018-1","1","1","Pests","Nematodes","Nematode Community Maturity Index","plant parasitic index during short rain seasons","0-25 cm","0-30 cm","plant parasitic index","ANOVA","mean",0,"NA","NA",2.95,1,"NA","NA",2.9,"NA","monocrop","sweet potato","intercrop","sweet potato;maize",2,"Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Dependent on other factors","dependent on other factors","Other Soil Properties","Biotic Factors","Dependent on other factors","dependent on other factors",-1.69,"Pests | Nematodes | Nematode Community Maturity Index ; Other Soil Properties | Biotic Factors | Nematode Community Maturity Index","Dependent on other factors | dependent on other factors ; Dependent on other factors | dependent on other factors"
