"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Pest Management",85,"2006-2","1","1","Crop Yields","Crop Damage","Corn lodging","lodged maize plants","NA","NA","%","LSD","mean",0,"2","NA",0,1,"2","NA",0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Damage | Corn lodging","NA | NA"
"55","Pest Management",93,"2002-2","1;2","3","Pests","Pathogens","Bean pod mottle virus","proportion of Bean pod mottle virus-infected soybean in early August","NA","NA","proportion of virus present in 20 samples per treatment","ANOVA","mean",0,"NA","NA",0.49,5,"NA","NA",0.26,"ns","untreated_seedfoliarI","untreated","untreated soybean","thiamethoxam; lambda-cyhalothrin","soybean treated with thiamethoxam seed treatment plus lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Neonicotinoid & Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,-46.94,"Pests | Pathogens | Bean pod mottle virus","NA | NA"
"56","Pest Management",87,"2007-1","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","stalk rot index at R6 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"5","NA",3.6,1,"5","NA",2,"0.05","untreated_seedIF","untreated","untreated maize sampled at R6 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at R6 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-44.44,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"57","Pest Management",87,"2007-1","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","stalk rot index at R6  stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"5","NA",2.7,1,"5","NA",1.8,"0.05","untreated_seedIF","untreated","untreated maize sampled at R6 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at R6 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-33.33,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"58","Pest Management",87,"2007-1","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","mesocotyl rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"2","NA",1.1,1,"2","NA",0.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-72.73,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"59","Pest Management",87,"2007-1","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","mesocotyl rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"2","NA",2.2,1,"2","NA",0.8,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-63.64,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"60","Pest Management",87,"2007-1","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","crown rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"2","NA",1.5,1,"2","NA",1.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-13.33,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"61","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,2,"NA","NA",27,"ns","untreated_seedF","untreated","untreated maize (sweet)","chlorothalonil","maize (sweet) treated with chlorothalonil (1.0 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-6.9,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"62","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,3,"NA","NA",29,"ns","untreated_seedF","untreated","untreated maize (sweet)","fluazinam","maize (sweet) treated with fluazinam (0.6 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"63","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,4,"NA","NA",31,"ns","untreated_seedF","untreated","untreated maize (sweet)","imazalil","maize (sweet) treated with imazalil (0.1 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,6.9,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"64","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,5,"NA","NA",29,"ns","untreated_seedF","untreated","untreated maize (sweet)","metalaxyl","maize (sweet) treated with metalaxyl (0.1 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"65","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,6,"NA","NA",25,"ns","untreated_seedF","untreated","untreated maize (sweet)","metalaxyl; Captan 400D","maize (sweet) treated with metalaxyl/captan 400D (0.1 g ai/kg + 0.4 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-13.79,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"66","Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Crop Growth","Corn (height)","maize plant height","NA","NA","cm","BLSD","mean",0,"NA","NA",29,7,"NA","NA",30,"ns","untreated_seedF","untreated","untreated maize (sweet)","triadimefon","maize (sweet) treated with triadimefon (2.4 g ai/kg) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,3.45,"Crop Yields | Crop Growth | Corn (height)","NA | NA"
"67","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"20","23",0,17,"20","23",0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"68","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"20","24",0,17,"20","24",0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"69","Pest Management",87,"2007-1","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","crown rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"2","NA",2.1,1,"2","NA",1.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-38.1,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"70","Pest Management",87,"2007-1","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","stalk rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)","NA","NA","index (0-5)","Tukey","mean",0,"4","NA",2.6,1,"4","NA",1.2,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-53.85,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"71","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"25","NA",152,17,"25","NA",155,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,1.97,"Crop Yields | Grain Production | Corn","NA | NA"
"72","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"23","NA",141,18,"23","NA",138,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-2.13,"Crop Yields | Grain Production | Corn","NA | NA"
"73","Pest Management",70,"2012-3","2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","mean",0,"NA","NA",12533.4,1,"NA","NA",13044.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,4.08,"Crop Yields | Stand Count | Corn","NA | NA"
"74","Pest Management",70,"2012-3","2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","sem",0,"NA","NA",202.3,1,"NA","NA",149.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-26.05,"Crop Yields | Stand Count | Corn","NA | NA"
"75","Pest Management",70,"2012-3","2","2","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","mean",0,"NA","NA",11458.1,1,"NA","NA",10929.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-4.62,"Crop Yields | Stand Count | Corn","NA | NA"
"76","Pest Management",70,"2012-3","2","2","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","sem",0,"NA","NA",187,1,"NA","NA",764.2,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,308.66,"Crop Yields | Stand Count | Corn","NA | NA"
"77","Pest Management",70,"2012-3","2","3","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","mean",0,"NA","NA",10841.1,1,"NA","NA",11259.8,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,3.86,"Crop Yields | Stand Count | Corn","NA | NA"
"78","Pest Management",70,"2012-3","2","3","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","sem",0,"NA","NA",139.4,1,"NA","NA",184.8,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,32.57,"Crop Yields | Stand Count | Corn","NA | NA"
"79","Pest Management",70,"2012-3","3","2","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","mean",0,"NA","NA",11281.8,1,"NA","NA",11942.9,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,5.86,"Crop Yields | Stand Count | Corn","NA | NA"
"80","Pest Management",70,"2012-3","3","2","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","sem",0,"NA","NA",160.9,1,"NA","NA",220.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,36.92,"Crop Yields | Stand Count | Corn","NA | NA"
"81","Pest Management",70,"2012-3","3","3","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","mean",0,"NA","NA",11546.3,1,"NA","NA",11898.8,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,3.05,"Crop Yields | Stand Count | Corn","NA | NA"
"82","Pest Management",70,"2012-3","3","3","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","F-test","sem",0,"NA","NA",152.6,1,"NA","NA",209.8,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,37.48,"Crop Yields | Stand Count | Corn","NA | NA"
"83","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"24","NA",151,18,"24","NA",154,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,1.99,"Crop Yields | Grain Production | Corn","NA | NA"
"84","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"25","NA",152,18,"25","NA",160,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,5.26,"Crop Yields | Grain Production | Corn","NA | NA"
"85","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"23","NA",141,16,"23","NA",145,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,2.84,"Crop Yields | Grain Production | Corn","NA | NA"
"86","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"20","25",2,17,"20","25",2,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"87","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"21","23",0,17,"21","23",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"88","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"21","24",0,17,"21","24",0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"89","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"21","25",3,17,"21","25",0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Other Insecticides","Soil",NA,NA,NA,NA,NA,NA,-3,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"90","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"20","23",0,18,"20","23",0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","in-furrow organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"91","Pest Management",78,"1991-1","1","6","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",10,"20","24",0,18,"20","24",0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","in-furrow organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"92","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"24","NA",151,16,"24","NA",152,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0.66,"Crop Yields | Grain Production | Corn","NA | NA"
"93","Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"25","NA",152,16,"25","NA",159,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,4.61,"Crop Yields | Grain Production | Corn","NA | NA"
"94","Pest Management",70,"2012-3","1","1","Crop Yields","Grain Production","Corn","maize yield","NA","NA","kg/ha","F-test","mean",0,"NA","NA",7932.7,2,"NA","NA",7925.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-0.09,"Crop Yields | Grain Production | Corn","NA | NA"
