"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"55","Nutrient Management",138,"1986-2","2","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","lb/acre","ANOVA","mean","0","NA","NA",74.2,"1","NA","NA",79,"ns","0","preplant_V6","Preplant","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","Early Season","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,6.47,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"56","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Grain Yields","Corn","maize grain yield","NA","NA","NA","Mg/ha","LSM","mean","0","NA","NA",10.7,"1","NA","NA",10.5,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.20 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-1.87,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"57","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Grain Yields","Corn","maize grain yield","NA","NA","NA","Mg/ha","LSM","sem","0","NA","NA",0.4,"1","NA","NA",0.7,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.20 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,75,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"58","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Grain Yields","Corn","maize grain yield","NA","NA","NA","Mg/ha","LSM","mean","0","NA","NA",10.7,"2","NA","NA",10.9,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.10 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.87,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"59","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Grain Yields","Corn","maize grain yield","NA","NA","NA","Mg/ha","LSM","sem","0","NA","NA",0.4,"2","NA","NA",0.6,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.10 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,50,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"60","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Crop Growth","Corn Aboveground Biomass","stover yield","NA","NA","NA","Mg/ha","LSM","mean","0","NA","NA",9.1,"1","NA","NA",9.6,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.20 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,5.49,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"61","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Crop Growth","Corn Aboveground Biomass","stover yield","NA","NA","NA","Mg/ha","LSM","sem","0","NA","NA",0.7,"1","NA","NA",0.8,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.20 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,14.29,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"62","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Crop Growth","Corn Aboveground Biomass","stover yield","NA","NA","NA","Mg/ha","LSM","mean","0","NA","NA",9.1,"2","NA","NA",9.6,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.10 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,5.49,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"63","Nutrient Management",125,"2009-2","1;2","1","Crop Yields","Crop Growth","Corn Aboveground Biomass","stover yield","NA","NA","NA","Mg/ha","LSM","sem","0","NA","NA",0.7,"2","NA","NA",0.9,"ns","0","surface_knife","Broadcast","surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application","Banded","knife-injected anhydrous ammonia with a target depth of 0.10 m","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,28.57,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"64","Nutrient Management",138,"1986-2","2","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen content","NA","NA","NA","%","ANOVA","mean","0","NA","NA",1.28,"1","NA","NA",1.32,"ns","0","preplant_V6","Preplant","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","Early Season","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0.04,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"65","Nutrient Management",138,"1986-2","2","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","lb/acre","ANOVA","mean","0","NA","NA",69.4,"1","NA","NA",69.6,"ns","0","preplant_V6","Preplant","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","Early Season","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0.29,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"66","Nutrient Management",141,"1982-3","1","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","0;1","NA","NA",24.5,"2;3","NA","NA",34,"0.01","1","timing_plant_V8","Preplant","nitrogen application at maize planting","Early Season","nitrogen application at maize V8 leaf stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,38.78,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"67","Nutrient Management",141,"1982-3","2","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","0;1","NA","NA",31,"2;3","NA","NA",36,"ns","0","timing_plant_V8","Preplant","nitrogen application at maize planting","Early Season","nitrogen application at maize V8 leaf stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,16.13,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"68","Nutrient Management",141,"1982-3","2","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","0;1","NA","NA",49,"2;3","NA","NA",54.5,"ns","0","timing_plant_V8","Preplant","nitrogen application at maize planting","Early Season","nitrogen application at maize V8 leaf stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,11.22,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"69","Nutrient Management",141,"1982-3","1","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","4","NA","NA",38,"6","NA","NA",35,"nitrogen rate x applicaiton time = 0.05",NA,"timing_plant_V8","Preplant","nitrogen application at maize planting (100 kg N/ha)","Early Season","nitrogen application at maize V8 leaf stage (100 kg N/ha)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-7.89,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"70","Nutrient Management",141,"1982-3","1","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","5","NA","NA",57,"7","NA","NA",63,"nitrogen rate x applicaiton time = 0.05",NA,"timing_plant_V8","Preplant","nitrogen application at maize planting (100 kg N/ha)","Early Season","nitrogen application at maize V8 leaf stage (100 kg N/ha)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,10.53,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"71","Nutrient Management",141,"1982-3","2","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","4","NA","NA",31,"6","NA","NA",32,"significant rate * time interaction",NA,"timing_plant_V8","Preplant","nitrogen application at maize planting (100 kg N/ha)","Early Season","nitrogen application at maize V8 leaf stage (100 kg N/ha)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,3.23,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"72","Nutrient Management",141,"1982-3","2","2","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen uptake","NA","NA","NA","kg N/ha","ANOVA","mean","5","NA","NA",54,"7","NA","NA",48,"significant rate * time interaction",NA,"timing_plant_V8","Preplant","nitrogen application at maize planting (100 kg N/ha)","Early Season","nitrogen application at maize V8 leaf stage (100 kg N/ha)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-11.11,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"73","Nutrient Management",136,"2014-2","1;2","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen removal","NA","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",114,"1","NA","NA",105,"ns","0","timing_preplant_splitpreplantV4","Single Application","maize fertilized with single preplant nitrogen application (135 kg N/ha)","Split Application","maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-7.89,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"74","Nutrient Management",136,"2014-2","1;2","1","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","maize grain nitrogen surplus","NA","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",20.7,"1","NA","NA",30,"ns","0","timing_preplant_splitpreplantV4","Single Application","maize fertilized with single preplant nitrogen application (135 kg N/ha)","Split Application","maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,44.93,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"75","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","0","NA","NA",65,"1","NA","NA",72.7,"ns","0","split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,11.85,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"76","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","0","NA","NA",65,"2","NA","NA",75.7,"ns","0","split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,16.46,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"77","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","0","NA","NA",65,"3","NA","NA",85.3,"0.05","1","split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,31.23,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"78","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","0","NA","NA",65,"4","NA","NA",99.2,"0.05","1","split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,52.62,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"79","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","1","NA","NA",72.7,"2","NA","NA",75.7,"ns","0","split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,4.13,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"80","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","1","NA","NA",72.7,"3","NA","NA",85.3,"0.05","1","split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,17.33,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"81","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","1","NA","NA",72.7,"4","NA","NA",99.2,"0.05","1","split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,36.45,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"82","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","2","NA","NA",75.7,"3","NA","NA",85.3,"ns","0","split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,12.68,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
"83","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Grain Quality","Corn Grain Nitrogen Content","corn grain nitrogen","site-year group 1","NA","NA","kg/ha","Pdiff","mean","2","NA","NA",75.7,"4","NA","NA",99.2,"0.05","1","split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,31.04,"Crop Yields | Grain Quality | Corn Grain Nitrogen Content","Positive | assumed societal benefit"
