"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","NA | NA"
"61","Cover crop",2,"2006-5","1;2;3;4;5","1","Water Quality","Nutrient Runoff","Nitrate","average flow weighted nitrate drainage",NA,"NA","mg N/L","Tukey","mean",0,"NA","NA",12,1,"NA","NA",6.2,"0.05","1","mono","no cover crop","fallow, nitrate drainage","winter rye","winter rye cover crop, nitrate drainage","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-48.33,"Water Quality | Nutrient Runoff | Nitrate","NA | NA"
"62","Cover crop",2,"2006-5","1;2;3;4;5","1","Water Quality","Nutrient Runoff","Nitrate","average flow weighted nitrate drainage",NA,"NA","mg N/L","Tukey","mean",0,"NA","NA",12,2,"NA","NA",8.9,"0.05","1","mono","no cover crop","fallow, nitrate drainage","oat","oat cover crop, nitrate drainage","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-25.83,"Water Quality | Nutrient Runoff | Nitrate","NA | NA"
"63","Cover crop",8,"2006-2","2","2","Pests","Weeds","Dead nettle","density of Lamim spp. (Henbit and purple deadnettle) in spring",NA,"NA","#/m^2","contrasts","mean",1,"NA","NA",129,2,"NA","NA",110,"ns","0","mono_mono","Italian ryegrass","Italian ryegrass cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-14.73,"Pests | Weeds | Dead nettle","NA | NA"
"64","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",0,"3","NA",50,1,"3","NA",49,"ns","0","mono","no cover crop","corn stubble (no cover crop), tillage to kill weeds","winter rye","winter rye cover crop, tillage to terminate cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-1,"Pests | Weeds | Foxtail","NA | NA"
"65","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",0,"3","NA",50,2,"3","NA",49,"ns","0","mono","no cover crop","corn stubble (no cover crop), tillage to kill weeds","hairy vetch","hairy vetch cover crop, tillage to terminate cover crop","Single species","Legume",NA,NA,NA,NA,NA,NA,-1,"Pests | Weeds | Foxtail","NA | NA"
"66","Cover crop",2,"2006-5","1;2;3;4;5","1","Water Quality","Drainage","Drainage","average drainage",NA,"NA","mm","Tukey","mean",1,"NA","NA",396,2,"NA","NA",330,"ns","0","mono_mono","winter rye","winter rye cover crop, drainage","oat","oat cover crop, drainage","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-16.67,"Water Quality | Drainage | Drainage","NA | NA"
"67","Cover crop",2,"2006-5","1;2;3;4;5","1","Water Quality","Nutrient Runoff","Nitrate","average flow weighted nitrate drainage",NA,"NA","mg N/L","Tukey","mean",1,"NA","NA",6.2,2,"NA","NA",8.9,"ns","0","mono_mono","winter rye","winter rye cover crop, nitrate drainage","oat","oat cover crop, nitrate drainage","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,43.55,"Water Quality | Nutrient Runoff | Nitrate","NA | NA"
"68","Cover crop",8,"2006-2","1;2","1","Pests","Nematodes","Soybean cyst nematode","density of soybean cyst nematode eggs after 5 years",NA,"NA","#/m^2","contrasts","mean",1,"NA","NA",67,2,"NA","NA",41,"ns","0","mono_mono","Italian ryegrass","Italian ryegrass cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-38.81,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"69","Cover crop",8,"2006-2","1;2","2","Pests","Nematodes","Soybean cyst nematode","density of soybean cyst nematode eggs after 5 years",NA,"NA","#/m^2","contrasts","mean",1,"NA","NA",360,2,"NA","NA",365,"ns","0","mono_mono","Italian ryegrass","Italian ryegrass cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,1.39,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"70","Cover crop",8,"2006-2","1;2","1","Pests","Nematodes","Soybean cyst nematode","density of soybean cyst nematode eggs in spring",NA,"NA","#/m^2","contrasts","mean",1,"NA","NA",32,2,"NA","NA",24,"ns","0","mono_mono","Italian ryegrass","Italian ryegrass cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-25,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"71","Cover crop",8,"2006-2","2","2","Pests","Nematodes","Soybean cyst nematode","density of soybean cyst nematode eggs in spring",NA,"NA","#/m^2","contrasts","mean",1,"NA","NA",162,2,"NA","NA",144,"ns","0","mono_mono","Italian ryegrass","Italian ryegrass cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-11.11,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"72","Cover crop",2,"2006-5","1;2;3;4;5","1","Water Quality","Nutrient Runoff","Nitrate","cumulative annual nitrate load of drainage water",NA,"NA","kg N/ha","Tukey","mean",1,"NA","NA",24.2,2,"NA","NA",27.9,"ns","0","mono_mono","winter rye","winter rye cover crop, nitrate drainage annually for a hectare","oat","oat cover crop, nitrate drainage annually for a hectare","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,15.29,"Water Quality | Nutrient Runoff | Nitrate","NA | NA"
"73","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",0,"5","NA",43,1,"5","NA",76,"0.05","1","mono","no cover crop","soybean stubble (no cover crop), mowing to kill weeds","winter rye","winter rye cover crop, mowing to terminate cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,33,"Pests | Weeds | Foxtail","NA | NA"
"74","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",0,"5","NA",46,2,"5","NA",80,"0.05","1","mono","no cover crop","soybean stubble (no cover crop), mowing to kill weeds","hairy vetch","hairy vetch cover crop, mowing to terminate cover crop","Single species","Legume",NA,NA,NA,NA,NA,NA,34,"Pests | Weeds | Foxtail","NA | NA"
"75","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",1,"3","NA",49,2,"3","NA",49,"ns","0","mono_mono","winter rye","winter rye cover crop, tillage to terminate cover crop","hairy vetch","hairy vetch cover crop, tillage to terminate cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,0,"Pests | Weeds | Foxtail","NA | NA"
"76","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",1,"5","NA",76,2,"5","NA",80,"ns","0","mono_mono","winter rye","winter rye cover crop, mowing to terminate cover crop","hairy vetch","hairy vetch cover crop, mowing to terminate cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,4,"Pests | Weeds | Foxtail","NA | NA"
"77","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",1,"3","NA",49,1,"4","NA",46,"ns","0","mono_mono","winter rye","winter rye to terminate weeds","winter rye","winter ryes to terminate weeds","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-3,"Pests | Weeds | Foxtail","NA | NA"
"78","Cover crop",6,"1989-2","1","1","Pests","Weeds","Foxtail","control of giant foxtail (weeds)",NA,"NA","%","LSD","mean",1,"4","NA",46,2,"4","NA",60,"0.05","NA","mono_mono","winter rye","winter rye cover crop, herbicide sprayed on cover crop","winter rye","hairy vetch cover crop, herbicide sprayed on cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,14,"Pests | Weeds | Foxtail","NA | NA"
"79","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",2.63,1,"NA","NA",2.63,"ns","0","mono","no cover crop","no winter cover crop","forage radish","forage radish for winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"80","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",2.63,2,"NA","NA",2.63,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"81","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",2.63,3,"NA","NA",2.63,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"82","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"NA","NA",2.63,2,"NA","NA",2.63,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"83","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"NA","NA",2.63,3,"NA","NA",2.63,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"84","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"NA","NA",2.63,3,"NA","NA",2.63,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"85","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"4","NA",2.77,1,"4","NA",2.77,"ns","0","mono","no cover crop","no winter cover crop, headland","forage radish","forage radish for winter cover crop, headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"86","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"4","NA",2.77,2,"4","NA",2.77,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"87","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"4","NA",2.77,3,"4","NA",2.79,"ns","0","mix_3","no cover crop","no winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"88","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"5","NA",2.77,1,"5","NA",2.79,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"89","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"5","NA",2.77,2,"5","NA",2.77,"ns","0","mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"90","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"5","NA",2.77,3,"5","NA",2.77,"ns","0","mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"91","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"4","NA",2.77,2,"4","NA",2.77,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"92","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"4","NA",2.77,3,"4","NA",2.79,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"93","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"4","NA",2.77,3,"4","NA",2.79,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"94","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"5","NA",2.77,3,"5","NA",2.77,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"95","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"5","NA",2.79,2,"5","NA",2.77,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"96","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"5","NA",2.79,3,"5","NA",2.77,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,-0.72,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"97","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"5","NA",3.5,1,"5","NA",3.9,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,11.43,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"98","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"5","NA",3.5,2,"5","NA",5.5,"ns","0","mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,57.14,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"99","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"5","NA",3.5,3,"5","NA",4.5,"ns","0","mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,28.57,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"100","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"NA","NA",3.7,1,"NA","NA",4.4,"ns","0","mono","no cover crop","no winter cover crop","forage radish","forage radish for winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,18.92,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"101","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"NA","NA",3.7,2,"NA","NA",5,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,35.14,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"102","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"NA","NA",3.7,3,"NA","NA",3.7,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"103","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",3.9,1,"4","NA",4.9,"ns","0","mono","no cover crop","no winter cover crop, headland","forage radish","forage radish for winter cover crop, headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,25.64,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
"104","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Ammonium (NH4)","ammonium (NH4-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",3.9,2,"4","NA",4.4,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,12.82,"Soil Nutrients | Nitrogen | Ammonium (NH4)","NA | NA"
